0,0,0.0035373,0.029908
0,0,0.0067641,0.037844
0,0.00024717,-0.0053213,-0.018214
0,0.00015172,-0.0034298,-0.017484
0,0,-0.0037003,0.0061658
0,0,-0.0057594,0.017852
0,0,-0.0038107,0.016152
0,0.00021775,-0.0041975,-0.01132
0,-0.00033059,0.005484,0.040362
0,0,0.00010996,0.024494
0,-6.9522e-05,0.00081765,0.0009698
0,0,0.0010339,0.0022458
0,0,0.0043096,-0.019461
0,-0.00011173,0.0018415,0.015447
0,9.8592e-05,-0.0016471,-0.02535
0,0,0.00089251,-0.0077439
9.0306e-06,4.3689e-06,-0.0017032,-0.0092004
4.4176e-06,6.3912e-05,-0.0012937,-0.010973
0,0,-0.0010307,-0.0022061
0,0,0,0
0,-5.2667e-05,0.00029586,0.0074506
0,0,0,0
9.3243e-07,-3.11e-05,-0.00028343,0.001786
0,0,0,0
0,0,0,0
