0,0,0.00064351,-0.0064845
0,0,0.00092356,-0.0033657
0,0,6.1178e-05,-0.00665
0,0,0.00039546,-0.0060067
0,5.2242e-05,-0.00038154,-0.00065257
-2.5947e-06,4.4333e-05,0.00049939,-0.00086694
0,1.3389e-05,-0.00037923,0.0052665
0,0,-0.00071075,0.0069318
0,0,-0.0002027,-0.0025789
-3.3991e-06,3.7797e-05,0.00068494,-0.0060434
0,0,0.00053043,-0.0075745
-2.2792e-06,1.4249e-06,0.00051824,-0.0027416
2.2265e-06,-2.0223e-05,-0.00018165,-0.0024268
0,0,0.00051061,-0.0047038
1.3364e-06,-1.9248e-05,-7.376e-05,0.0059784
2.208e-06,-2.8041e-05,-0.00015687,0.0010112
0,0,-0.0002597,0.0040934
6.1138e-07,-1.1719e-05,-4.9444e-05,0.0019334
0,0,-0.00031715,0.0051492
0,0,-0.00011447,0.0028643
0,1.3406e-05,-0.00030721,0.0010399
0,1.0736e-05,-0.00021623,0.0022014
0,0,0,0
-9.0919e-07,1.3919e-05,6.7357e-07,0.00042393
0,-5.0748e-06,-2.3774e-05,0.00014559
0,9.3248e-06,-0.00017468,3.5136e-05
0,-9.4469e-06,9.127e-05,6.7333e-05
