65.506,-0.005826,-0.00014132,55.726,0.012787,-0.051848,25.996,-0.0011965,0.016703
65.529,0.00025262,0.019236,51.871,0.019575,-0.079211,26.49,-0.010799,0.022604
65.505,0.0063969,0.035462,47.829,0.026759,-0.11782,26.854,-0.021607,0.032877
65.485,0.012011,0.044793,43.669,0.034446,-0.17217,27.1,-0.033602,0.04656
65.513,0.016587,0.045215,39.464,0.042818,-0.24519,27.24,-0.046748,0.062312
65.621,0.019742,0.036782,35.287,0.052091,-0.33658,27.289,-0.060998,0.078546
65.824,0.021247,0.021508,31.206,0.062477,-0.44166,27.261,-0.076293,0.093601
66.124,0.021039,0.0028262,27.29,0.074127,-0.55108,27.17,-0.092561,0.10594
66.505,0.019222,-0.015219,23.599,0.087079,-0.65157,27.031,-0.10972,0.11434
66.939,0.016053,-0.028895,20.188,0.10121,-0.72776,26.857,-0.12766,0.11807
67.389,0.011918,-0.035603,17.106,0.11617,-0.76484,26.66,-0.14626,0.11697
67.81,0.0072925,-0.034422,14.389,0.13143,-0.75145,26.449,-0.16538,0.11151
68.159,0.0027007,-0.026289,12.068,0.14621,-0.68242,26.233,-0.18483,0.10275
68.397,-0.0013318,-0.013754,10.162,0.15952,-0.56043,26.018,-0.2044,0.092198
68.491,-0.0043256,-0.00039793,8.6777,0.17026,-0.39651,25.809,-0.22384,0.081677
68.423,-0.0058925,0.0099801,7.6152,0.17724,-0.20885,25.606,-0.24286,0.073064
68.188,-0.0057726,0.014208,6.9628,0.17927,-0.020287,25.41,-0.26114,0.068081
67.795,-0.003863,0.010456,6.6999,0.1753,0.14529,25.217,-0.27833,0.068084
