67.269,-0.00023509,-0.0013497,6.7977,0.16446,0.26684,25.024,-0.29405,0.073892
66.646,0.0048619,-0.019485,7.2202,0.14623,0.32976,24.824,-0.30793,0.085689
65.972,0.01101,-0.040784,7.9251,0.12041,0.32833,24.611,-0.31958,0.103
65.298,0.017645,-0.061307,8.8657,0.087293,0.26669,24.375,-0.32865,0.12474
64.677,0.024091,-0.077191,9.9919,0.047577,0.15798,24.109,-0.33481,0.14937
64.155,0.029601,-0.08549,11.252,0.0024185,0.022026,23.803,-0.33779,0.17504
63.776,0.033411,-0.08484,12.594,-0.046639,-0.11821,23.448,-0.3374,0.19984
63.569,0.034788,-0.0758,13.968,-0.097744,-0.2405,23.037,-0.33352,0.22199
63.551,0.033084,-0.060785,15.325,-0.14884,-0.327,22.562,-0.32611,0.24004
63.726,0.027785,-0.043612,16.62,-0.19779,-0.36687,22.018,-0.31527,0.25298
64.084,0.018549,-0.028733,17.815,-0.24253,-0.35751,21.399,-0.30119,0.26035
64.604,0.0052343,-0.02032,18.876,-0.28116,-0.30422,20.704,-0.28415,0.2622
65.253,-0.012082,-0.02138,19.775,-0.31214,-0.21851,19.93,-0.26454,0.25906
65.994,-0.033102,-0.033095,20.491,-0.33431,-0.11546,19.08,-0.24285,0.25177
66.786,-0.057323,-0.054516,21.011,-0.34702,-0.010667,18.155,-0.21963,0.24137
67.591,-0.084065,-0.082695,21.328,-0.35011,0.082438,17.16,-0.19547,0.2289
68.372,-0.11251,-0.11323,21.442,-0.34397,0.15459,16.102,-0.17099,0.21524
69.103,-0.14174,-0.14111,21.358,-0.32945,0.20156,14.988,-0.14683,0.20105
69.763,-0.17083,-0.16173,21.089,-0.30779,0.22396,13.826,-0.12357,0.18666
70.343,-0.19887,-0.17184,20.651,-0.28054,0.22604,12.627,-0.10175,0.17206
70.843,-0.22506,-0.17022,20.064,-0.24939,0.21408,11.399,-0.081829,0.15701
71.27,-0.24875,-0.15797,19.352,-0.21611,0.19452,10.153,-0.064158,0.14112
71.639,-0.26947,-0.13838,18.539,-0.18233,0.17259,8.9006,-0.048974,0.12396
71.967,-0.28702,-0.11627,17.653,-0.14951,0.15141,7.6499,-0.036379,0.10522
72.275,-0.30143,-0.097076,16.718,-0.1188,0.13189,6.4105,-0.026342,0.084798
72.578,-0.31302,-0.085763,15.762,-0.090989,0.11326,5.1904,-0.018695,0.062922
72.892,-0.32235,-0.085833,14.808,-0.066493,0.093951,3.9965,-0.013143,0.040121
73.225,-0.3302,-0.098601,13.878,-0.045346,0.072578,2.8343,-0.0092833,0.01721
73.58,-0.33753,-0.12293,12.99,-0.027253,0.048744,1.708,-0.0066184,-0.0048176
73.956,-0.34543,-0.15544,12.161,-0.011659,0.02338,0.62031,-0.0045883,-0.024925
74.343,-0.35503,-0.19127,11.403,0.0021589,-0.0013892,-0.42753,-0.0025971,-0.0422
74.731,-0.36742,-0.22507,10.726,0.014986,-0.022799,-1.4355,-4.485e-05,-0.056011
75.109,-0.3836,-0.25223,10.137,0.027567,-0.038212,-2.4047,0.00364,-0.066137
75.464,-0.4044,-0.26992,9.6383,0.040509,-0.045859,-3.3373,0.0089699,-0.072846
75.788,-0.43038,-0.2778,9.2326,0.054204,-0.045323,-4.236,0.01637,-0.076904
76.078,-0.46181,-0.27819,8.919,0.068776,-0.037627,-5.1039,0.026154,-0.079499
76.334,-0.49862,-0.27568,8.6959,0.08406,-0.024895,-5.9442,0.038507,-0.082105
76.566,-0.54036,-0.27613,8.5609,0.099608,-0.009705,-6.76,0.053469,-0.086282
76.784,-0.58624,-0.28529,8.512,0.11473,0.0056578,-7.5535,0.070938,-0.09344
77.006,-0.63511,-0.30726,8.5474,0.12857,0.019828,-8.3263,0.090665,-0.10461
77.248,-0.68553,-0.34317,8.6669,0.14017,0.032649,-9.0788,0.11227,-0.12023
77.525,-0.7358,-0.39021,8.8716,0.14858,0.04502,-9.8102,0.13524,-0.14
77.847,-0.78408,-0.4414,9.165,0.15297,0.058337,-10.518,0.159,-0.16285
78.218,-0.82842,-0.48617,9.5524,0.15269,0.073665,-11.198,0.18288,-0.18692
78.63,-0.86691,-0.51164,10.042,0.14736,0.0909,-11.844,0.20618,-0.20976
79.063,-0.89773,-0.50456,10.643,0.13693,0.10818,-12.449,0.22819,-0.2285
79.487,-0.91929,-0.45357,11.368,0.12168,0.12175,-13.004,0.24824,-0.24019
79.86,-0.93026,-0.35135,12.23,0.10222,0.12645,-13.499,0.26571,-0.24211
80.129,-0.92969,-0.19637,13.244,0.079463,0.11668,-13.923,0.28008,-0.23205
80.238,-0.91704,0.006106,14.424,0.054542,0.087723,-14.262,0.29091,-0.20865
80.127,-0.89223,0.24405,15.785,0.028733,0.037098,-14.504,0.29792,-0.17155
79.742,-0.85563,0.49965,17.341,0.0033619,-0.034391,-14.637,0.30095,-0.12151
79.035,-0.80805,0.75136,19.101,-0.020303,-0.12222,-14.647,0.29999,-0.060373
77.973,-0.75074,0.97643,21.074,-0.041139,-0.21846,-14.523,0.29516,0.0090453
76.543,-0.68531,1.1539,23.263,-0.058253,-0.31285,-14.255,0.28673,0.083219
74.75,-0.61364,1.2675,25.67,-0.071042,-0.39448,-13.834,0.27507,0.15821
72.624,-0.53782,1.3074,28.286,-0.079221,-0.45365,-13.252,0.26064,0.23002
70.217,-0.46006,1.2719,31.102,-0.082838,-0.48364,-12.505,0.244,0.29496
67.602,-0.38257,1.1677,34.098,-0.082244,-0.48189,-11.591,0.22574,0.3499
64.871,-0.30746,1.0084,37.25,-0.078052,-0.45045,-10.512,0.20646,0.39262
62.126,-0.23666,0.81282,40.529,-0.071068,-0.39547,-9.271,0.18676,0.42183
59.478,-0.17186,0.60267,43.896,-0.062212,-0.32598,-7.8752,0.16721,0.4373
57.034,-0.11439,0.39919,47.31,-0.052434,-0.25209,-6.3348,0.14831,0.43974
54.896,-0.065211,0.22073,50.723,-0.042633,-0.18313,-4.6628,0.13051,0.43066
53.148,-0.0249,0.08048,54.084,-0.033583,-0.12606,-2.8748,0.11415,0.41213
51.855,0.0063892,-0.014708,57.339,-0.025882,-0.084483,-0.98895,0.099472,0.38651
51.057,0.028886,-0.064641,60.43,-0.01991,-0.058456,0.97459,0.086624,0.3562
50.765,0.043174,-0.075025,63.303,-0.015825,-0.045061,2.9941,0.075655,0.32339
50.964,0.050138,-0.055923,65.901,-0.013565,-0.039578,5.0465,0.066517,0.2899
51.611,0.050899,-0.019696,68.171,-0.012886,-0.03691,7.1084,0.05908,0.25706
52.64,0.046735,0.021194,70.063,-0.013399,-0.032909,9.1561,0.053147,0.22572
53.967,0.039005,0.056164,71.535,-0.014631,-0.025293,11.166,0.048464,0.19627
55.497,0.029068,0.07796,72.548,-0.016083,-0.013944,13.117,0.044741,0.16875
57.13,0.018207,0.083378,73.073,-0.017284,-0.00059863,14.987,0.041667,0.14305
58.77,0.0075663,0.073206,73.09,-0.017836,0.011957,16.758,0.038928,0.11898
60.328,-0.0019024,0.051475,72.587,-0.017452,0.020891,18.414,0.036219,0.096492
61.734,-0.0094794,0.024198,71.563,-0.015966,0.024223,19.94,0.033257,0.075714
62.932,-0.014697,-0.0021051,70.029,-0.013338,0.021341,21.326,0.029791,0.057011
63.894,-0.017342,-0.021818,68.003,-0.0096328,0.012975,22.564,0.025605,0.040961
64.611,-0.017448,-0.031311,65.516,-0.0049927,0.00065105,23.65,0.020528,0.02827
65.096,-0.015261,-0.029522,62.607,0.00040211,-0.014212,24.582,0.014424,0.019654
65.379,-0.011204,-0.017951,59.325,0.0063742,-0.031254,25.363,0.0072022,0.015695
