0,0,0.0010637,-0.0065134
0,0,0.0013058,-0.0024467
0,0,0.0018575,0.004924
0,0,0.0011793,0.014593
0,0,0.00052836,0.017769
0,3.5333e-05,0.00067992,0.024955
0,0,-0.00033948,0.0045936
0,0,-6.7432e-05,0.014041
2.5225e-05,-7.6587e-05,-0.0033428,-0.0028549
7.9486e-06,-0.00011341,-0.0014319,0.0067673
0,0,-0.00090501,-0.0088762
0,0,-0.0012903,0.0047122
2.5166e-05,7.0346e-05,-0.0027477,-0.003586
1.427e-05,0.00012854,-0.0022933,-0.003497
0,6.8011e-05,0.00078887,-0.0087849
1.5411e-05,0.00014143,-0.0021319,-0.010087
8.8962e-06,-0.00010535,0.00051537,-0.0034695
4.5282e-06,2.0499e-05,-0.00041047,-0.010159
0,-0.00015301,0.0019792,-0.0010166
1.1652e-05,-8.7902e-05,-0.00043693,-0.0037779
1.3512e-05,-0.00014214,0.00016342,0.0068918
0,0,0,0
0,-4.3751e-05,0.00089667,0.0042287
1.404e-05,-2.5971e-05,-0.00060686,0.0031247
5.9099e-06,-0.00010895,-0.00032414,0.0056546
8.5518e-06,-0.00012554,-0.00049913,0.0049632
-1.7523e-05,-5.2198e-05,0.0016491,1.2364e-05
