0,0,0.0012951,0.012952
0,0,0.0021995,0.0089641
-1.3891e-05,8.9909e-05,0.0020211,0.010744
0,0,0.0019432,0.0025714
0,0.00017218,-0.0020895,-0.016169
0,0,-0.0014336,-0.0080863
0,0,-0.0040309,-0.0058565
0,0.00025935,-0.003479,-0.020776
0,0.000342,-0.0036038,-0.01929
5.9963e-05,0.00045521,-0.0099706,-0.019227
3.2928e-05,7.4015e-05,-0.0036025,-0.0059941
0,0.00026576,-0.002619,-0.011917
0,-0.00017368,0.0017302,-0.0021196
1.4122e-05,-4.6639e-05,-0.00094945,-0.0020809
0,-0.00027355,0.0012526,0.0039376
-1.286e-05,-0.00012801,0.0013612,0.0023285
0,0,0.0011536,-0.0056803
0,0,0,0
0,0,0,0
0,0,0.00065386,0.0024908
-6.301e-06,5.365e-05,0.0002091,-0.0071966
0,0,0,0
0,0,-0.00045183,-0.0015861
0,0,0,0
8.3395e-06,7.4827e-05,8.7005e-05,-0.0061535
