0,0,0.00077409,-0.0013885
-3.2995e-05,-4.4477e-05,0.0027293,0.0066629
0,0,0.0013177,-0.0065313
-2.5016e-05,0.00012012,0.0028742,0.00066664
-1.4128e-05,0.00011337,0.0023745,-0.015166
0,0.00010293,0.0011339,-0.0073086
0,0,0.00088325,-0.012611
0,0,0.0011807,-0.016945
0,0,0.00014206,-0.013736
0,0,0.001542,-0.01702
0,0,-0.0011203,-0.0063087
2.0953e-05,7.273e-05,-0.0014789,-0.019383
0,0,-0.0016983,0.0011008
4.0534e-05,3.1533e-05,-0.0041359,-0.010132
0,0,-0.0013168,0.0081771
0,0,-0.00073325,0.002052
-2.2819e-05,-1.9743e-05,0.0017344,0.013613
0,0,0,0
0,0,0.00023865,0.0068764
-1.4789e-05,-4.9127e-05,0.00076482,0.0031203
-1.5543e-05,4.762e-05,0.0015032,0.0048453
0,0,0,0
6.0603e-06,4.536e-05,-0.00022946,0.0066792
-4.6666e-06,4.292e-05,0.00035999,0.0043138
0,0,0.00029215,0.0034854
