1.5078e-05,6.0541e-06,-0.00082464,0.00074818
2.576e-05,6.5508e-05,-0.0017817,-0.0037476
0,-0.00012384,0.00015217,0.025715
0,-4.7819e-05,-1.1746e-05,0.032751
-2.1837e-05,-0.00016345,0.0018113,0.035971
0,-0.0001105,1.7902e-05,0.049934
0,-6.5804e-05,0.00065604,0.0034508
1.3322e-05,-0.00016562,-0.00058443,0.024817
0,-3.54e-05,0.00066675,-0.021447
1.2792e-05,-0.00016119,-0.00042296,0.0033124
-1.5636e-05,0.00012076,0.00093954,-0.01594
0,0,-0.00014413,-0.0030856
-2.3251e-05,0.00012113,0.0011259,-0.012075
0,0,-0.00085975,-0.0023218
0,0,0.00031493,-0.0078437
0,0,0,0
0,0,0.00085676,-0.0085018
0,0,0.00066388,-0.0078161
0,0,1.7821e-05,-0.0039794
0,0,0.00053218,-0.0053974
0,0,0,0
0,0,0,0
1.2774e-05,-6.7612e-05,-0.0013317,0.0052317
0,0,0.00024544,-0.0024698
1.3458e-05,-8.4482e-05,-0.0014765,0.0050134
-9.8296e-06,-7.7848e-05,0.00067748,0.0010015
0,0,0,0
