0,0,0.00030034,-0.016446
1.2342e-05,-1.293e-05,-0.0013254,0.00067416
0,0,0.002316,-0.028975
0,0,0.0014182,-0.013463
0,0,0.0027572,-0.03483
0,0,0.0022836,-0.040095
0,0,0.0012158,-0.012488
0,0,0.0022838,-0.047351
-3.0149e-05,5.4396e-05,0.0021527,0.017667
0,0,0.0012601,-0.020492
0,0,-0.0015732,0.036323
-1.7726e-05,5.4452e-06,0.0014445,-0.00012026
0,0,-0.00098975,0.026073
0,0,-0.00027854,0.010669
0,4.9447e-05,-0.00059037,0.013865
-2.6845e-06,4.9906e-05,-0.00023729,0.0070703
-1.5639e-05,4.562e-05,0.0013177,0.0051079
0,0,-0.00026353,0.0094236
0,0,0.00012403,0.0026455
-1.0142e-05,1.7698e-05,0.00070057,0.0043502
0,0,0.00023824,-0.001847
4.1179e-06,1.0083e-05,-0.00026026,0.0027748
9.5017e-06,-3.4942e-07,-0.00067421,-0.00032731
0,0,0,0
0,0,-0.0001792,-0.0014198
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
